"FullDate","CustomerID","EmployeeID","ProductID","UnitsSold","DollarSold"
"2014-01-01 07:00:00","35","7","FR-T98U-50","8","8031.2800"
"2014-01-01 07:00:00","35","7","BK-T79U-54","5","11920.3500"
"2014-01-01 07:00:00","35","7","PD-T852","9","728.9100"
"2014-01-01 07:00:00","20","7","FR-R72Y-38","7","4163.8100"
"2014-01-01 07:00:00","20","7","FR-M94S-46","2","2729.0000"
"2014-01-01 07:00:00","20","7","FR-M94S-46","2","2729.0000"
"2014-01-01 07:00:00","60","6","BK-T18Y-50","7","5196.4500"
"2014-01-01 07:00:00","60","6","BK-M68S-42","4","9279.9596"
"2014-01-01 07:00:00","60","6","BK-M18B-44","8","4319.9200"
"2014-01-01 08:00:00","57","6","BK-T79Y-60","7","16688.4900"
"2014-01-01 08:00:00","57","6","FR-M21S-42","2","528.1000"
"2014-01-01 08:00:00","57","6","BK-M18S-44","8","4519.9200"
"2014-01-01 08:00:00","57","6","GL-H102-S","5","122.4495"
"2014-01-01 08:00:00","53","7","RB-9231","2","213.0000"
"2014-01-01 08:00:00","53","7","BK-T18U-50","9","6681.1500"
"2014-01-01 08:00:00","53","7","BK-T18U-50","9","6681.1500"
"2014-01-01 08:00:00","3","5","LJ-0192-M","6","299.9400"
"2014-01-01 08:00:00","3","5","SJ-0194-L","3","161.9700"
"2014-01-01 08:00:00","18","6","HB-M763","7","433.4400"
"2014-01-01 08:00:00","18","6","FR-M21B-44","4","999.1600"
"2014-01-01 08:00:00","18","6","FR-M21B-44","4","999.1600"
"2014-01-01 08:00:00","75","2","BK-M18B-44","3","1619.9700"
"2014-01-01 08:00:00","75","2","SH-W890-M","9","629.9100"
"2014-01-01 08:00:00","78","2","BK-R19B-44","2","1079.9800"
"2014-01-01 08:00:00","78","2","SO-R809-L","9","80.9100"
"2014-01-01 08:00:00","69","4","BK-M38S-38","4","3077.9600"
"2014-01-01 08:00:00","69","4","HB-R956","2","240.5400"
"2014-01-01 09:00:00","78","6","BK-R19B-48","6","3239.9400"
"2014-01-01 09:00:00","78","6","BK-R19B-48","6","3239.9400"
"2014-01-01 09:00:00","70","8","BK-M38S-40","9","6925.4100"
"2014-01-01 09:00:00","70","8","BK-T79Y-60","3","7152.2100"
"2014-01-01 09:00:00","18","2","HB-M763","2","123.8400"
"2014-01-01 09:00:00","18","2","HB-M763","2","123.8400"
"2014-01-01 09:00:00","18","2","FR-M21B-44","8","1998.3200"
"2014-01-01 09:00:00","18","2","FR-T98Y-54","3","3011.7300"
"2014-01-01 09:00:00","3","1","LJ-0192-L","1","49.9900"
"2014-01-01 09:00:00","3","1","BK-T18U-50","5","3711.7500"
"2014-01-01 09:00:00","7","8","FR-M94S-42","9","12280.5000"
"2014-01-01 09:00:00","7","8","FR-T98U-50","7","7027.3700"
"2014-01-01 09:00:00","7","8","FR-T98U-50","7","7027.3700"
"2014-01-01 09:00:00","7","8","GL-H102-S","1","24.4899"
"2014-01-01 10:00:00","34","6","FR-T98Y-54","7","7027.3700"
"2014-01-01 10:00:00","34","6","FR-R72Y-48","1","594.8300"
"2014-01-01 10:00:00","34","6","FR-R72Y-48","1","594.8300"
"2014-01-01 10:00:00","34","6","PD-R563","8","496.7200"
"2014-01-01 11:00:00","53","2","CS-4759","2","350.9800"
"2014-01-01 11:00:00","53","2","FR-M63S-46","6","2184.5394"
"2014-01-01 11:00:00","53","2","FR-M63S-46","6","2184.5394"
"2014-01-01 11:00:00","68","3","BK-T18U-44","3","2227.0500"
"2014-01-01 11:00:00","68","3","HB-M763","9","557.2800"
"2014-01-01 11:00:00","5","3","FR-R38B-58","4","1348.8800"
"2014-01-01 11:00:00","5","3","FR-T98Y-50","1","1003.9100"
"2014-01-01 11:00:00","5","3","FR-R72Y-44","5","2974.1500"
"2014-01-01 11:00:00","5","3","FR-R72Y-44","5","2974.1500"
"2014-01-01 11:00:00","50","7","PD-R853","8","647.9200"
"2014-01-01 11:00:00","50","7","FR-T67U-50","2","666.8400"
"2014-01-01 11:00:00","50","7","FR-T67U-50","2","666.8400"
"2014-01-01 11:00:00","50","7","BK-R79Y-40","8","13607.9200"
"2014-01-01 12:00:00","14","5","BK-R89B-52","6","14660.1000"
"2014-01-01 12:00:00","14","5","BK-R89B-52","6","14660.1000"
"2014-01-01 12:00:00","14","5","HL-U509-B","9","314.9100"
"2014-01-01 12:00:00","30","6","HY-1023-70","7","384.9300"
"2014-01-01 12:00:00","30","6","BK-T18U-54","4","2969.4000"
"2014-01-01 12:00:00","30","6","FR-M21S-44","8","2112.4000"
"2014-01-01 12:00:00","77","4","BB-9108","5","607.4500"
"2014-01-01 12:00:00","77","4","BK-T44U-50","9","10933.6500"
"2014-01-01 12:00:00","45","7","FR-M21S-44","8","2112.4000"
"2014-01-01 12:00:00","45","7","BK-M18S-48","5","2824.9500"
"2014-01-01 12:00:00","56","5","BK-T79Y-50","6","14304.4200"
"2014-01-01 12:00:00","56","5","BK-T79Y-50","6","14304.4200"
"2014-01-01 12:00:00","56","5","SE-R995","9","473.7600"
"2014-01-01 12:00:00","11","2","BK-M68B-42","2","4589.9798"
"2014-01-01 12:00:00","11","2","FR-M63S-40","8","2912.7192"
"2014-01-01 12:00:00","11","2","FR-M63S-40","8","2912.7192"
"2014-01-01 12:00:00","11","2","WB-H098","3","14.9700"
"2014-01-01 12:00:00","71","6","BK-M18S-40","7","3954.9300"
"2014-01-01 12:00:00","71","6","BK-T18U-62","1","742.3500"
"2014-01-01 12:00:00","8","7","FR-M94B-38","8","10796.8000"
"2014-01-01 12:00:00","8","7","FR-M94B-38","8","10796.8000"
"2014-01-01 12:00:00","8","7","RD-2308","5","607.3000"
"2014-01-01 12:00:00","24","7","VE-C304-S","8","508.0000"
"2014-01-01 12:00:00","24","7","FD-2342","6","548.9400"
"2014-01-01 12:00:00","24","7","FD-2342","6","548.9400"
"2014-01-01 12:00:00","24","7","HL-U509-B","3","104.9700"
"2014-01-01 12:00:00","74","1","BK-M18B-40","1","539.9900"
"2014-01-01 12:00:00","74","1","BK-T18Y-62","5","3711.7500"
"2014-01-01 13:00:00","67","6","BK-R79Y-48","6","10205.9400"
"2014-01-01 13:00:00","67","6","BK-R64Y-44","4","4481.9600"
"2014-01-01 13:00:00","67","6","BK-R64Y-44","4","4481.9600"
"2014-01-01 13:00:00","67","6","LJ-0192-X","7","349.9300"
"2014-01-01 13:00:00","61","7","BK-T18Y-58","8","5938.8000"
"2014-01-01 13:00:00","61","7","BK-M68B-38","5","11474.9495"
"2014-01-01 13:00:00","61","7","FR-T67Y-50","3","1000.2600"
"2014-01-01 13:00:00","61","7","FR-T67Y-50","3","1000.2600"
"2014-01-01 13:00:00","15","5","BK-R64Y-38","6","6722.9400"
"2014-01-01 13:00:00","15","5","CA-1098","9","80.9100"
"2014-01-01 13:00:00","15","5","CA-1098","9","80.9100"
"2014-01-01 13:00:00","15","5","SJ-0194-L","6","323.9400"
"2014-01-01 13:00:00","73","1","BK-M18S-44","1","564.9900"
"2014-01-01 13:00:00","73","1","GL-H102-M","7","171.4293"
"2014-01-01 13:00:00","73","1","GL-H102-M","7","171.4293"
"2014-01-01 13:00:00","73","1","PD-T852","4","323.9600"
"2014-01-01 13:00:00","49","2","PD-R347","2","80.9800"
"2014-01-01 13:00:00","49","2","BB-7421","8","431.9200"
"2014-01-01 13:00:00","49","2","BK-T44U-46","3","3644.5500"
"2014-01-01 13:00:00","49","2","BK-T44U-46","3","3644.5500"
"2014-01-02 05:00:00","52","5","FB-9873","5","532.5000"
"2014-01-02 05:00:00","52","5","FR-M63S-42","9","3276.8091"
"2014-01-02 05:00:00","52","5","BK-R19B-58","6","3239.9400"
"2014-01-02 05:00:00","5","6","FR-R92R-44","7","10020.5000"
"2014-01-02 05:00:00","5","6","FR-T98Y-46","4","4015.6400"
"2014-01-02 05:00:00","5","6","BK-T18Y-62","2","1484.7000"
"2014-01-02 05:00:00","5","6","PD-M562","5","404.9500"
"2014-01-02 05:00:00","49","2","PD-R563","2","124.1800"
"2014-01-02 05:00:00","49","2","BK-R19B-44","8","4319.9200"
"2014-01-02 05:00:00","49","2","BK-T44U-54","3","3644.5500"
"2014-01-02 05:00:00","49","2","BK-R89B-58","9","21990.1500"
"2014-01-02 05:00:00","2","3","HL-U509-B","4","139.9600"
"2014-01-02 05:00:00","2","3","HL-U509-B","4","139.9600"
"2014-01-02 05:00:00","2","3","SJ-0194-S","1","53.9900"
"2014-01-02 05:00:00","41","4","RB-9231","4","426.0000"
"2014-01-02 05:00:00","41","4","SO-R809-L","8","71.9200"
"2014-01-02 05:00:00","41","4","BK-T79Y-50","5","11920.3500"
"2014-01-02 05:00:00","37","4","FR-T67U-50","5","1667.1000"
"2014-01-02 05:00:00","37","4","VE-C304-M","8","508.0000"
"2014-01-02 05:00:00","37","4","FB-9873","5","532.5000"
"2014-01-02 06:00:00","36","4","FR-T98U-54","4","4015.6400"
"2014-01-02 06:00:00","36","4","FR-T98U-54","4","4015.6400"
"2014-01-02 06:00:00","2","7","CA-1098","8","71.9200"
"2014-01-02 06:00:00","2","7","CA-1098","8","71.9200"
"2014-01-02 06:00:00","2","7","SJ-0194-S","5","269.9500"
"2014-01-02 06:00:00","17","8","BK-R64Y-48","8","8963.9200"
"2014-01-02 06:00:00","17","8","FR-M21B-42","6","1498.7400"
"2014-01-02 06:00:00","17","8","FR-T98Y-46","9","9035.1900"
"2014-01-02 06:00:00","33","8","FR-T98Y-46","9","9035.1900"
"2014-01-02 06:00:00","33","8","BK-T18Y-58","7","5196.4500"
"2014-01-02 06:00:00","77","4","BB-9108","4","485.9600"
"2014-01-02 06:00:00","77","4","PK-7098","1","2.2900"
"2014-01-02 06:00:00","77","4","BK-R89B-58","5","12216.7500"
"2014-01-02 06:00:00","65","6","BK-T44U-54","7","8503.9500"
"2014-01-02 06:00:00","65","6","HB-T928","1","91.5699"
"2014-01-02 06:00:00","21","7","FR-R72Y-48","8","4758.6400"
"2014-01-02 06:00:00","21","7","PD-R347","5","202.4500"
"2014-01-02 06:00:00","21","7","BB-9108","2","242.9800"
"2014-01-02 06:00:00","21","7","BK-T44U-50","6","7289.1000"
"2014-01-02 06:00:00","20","3","FR-R72Y-44","3","1784.4900"
"2014-01-02 06:00:00","20","3","PD-M562","9","728.9100"
"2014-01-02 06:00:00","74","4","BK-M18B-42","4","2159.9600"
"2014-01-02 06:00:00","74","4","BK-T79U-46","8","19072.5600"
"2014-01-02 06:00:00","74","4","BK-T79U-46","8","19072.5600"
"2014-01-02 06:00:00","74","4","BK-M68B-42","5","11474.9495"
"2014-01-02 06:00:00","53","5","CS-4759","5","877.4500"
"2014-01-02 06:00:00","53","5","FR-M63S-46","9","3276.8091"
"2014-01-02 06:00:00","53","5","BK-T18U-50","6","4454.1000"
"2014-01-02 06:00:00","53","5","BK-T18U-50","6","4454.1000"
"2014-01-02 06:00:00","9","2","FR-M94S-38","2","2729.0000"
"2014-01-02 06:00:00","9","2","RD-2308","8","971.6800"
"2014-01-02 07:00:00","73","3","BK-M18S-48","4","2259.9600"
"2014-01-02 07:00:00","73","3","BK-M18S-48","4","2259.9600"
"2014-01-02 07:00:00","73","3","GL-H102-M","1","24.4899"
"2014-01-02 07:00:00","54","8","CS-9183","8","3239.9200"
"2014-01-02 07:00:00","54","8","LJ-0192-X","6","299.9400"
"2014-01-02 07:00:00","54","8","FR-T98Y-60","3","3011.7300"
"2014-01-02 07:00:00","54","8","HB-M918","7","841.8900"
"2014-01-02 07:00:00","42","2","SE-M940","2","105.2800"
"2014-01-02 07:00:00","42","2","SE-M940","2","105.2800"
"2014-01-02 07:00:00","42","2","BK-M38S-42","8","6155.9200"
"2014-01-02 07:00:00","58","3","BK-T18U-54","3","2227.0500"
"2014-01-02 07:00:00","58","3","FR-M94B-42","9","12146.4000"
"2014-01-02 07:00:00","36","7","FR-T98U-60","8","8031.2800"
"2014-01-02 07:00:00","36","7","FR-T98U-60","8","8031.2800"
"2014-01-02 07:00:00","36","7","GL-H102-L","3","73.4697"
"2014-01-02 07:00:00","36","7","FR-M21S-40","9","2376.4500"
"2014-01-02 07:00:00","18","3","HB-M243","4","178.1600"
"2014-01-02 07:00:00","18","3","FR-R92R-44","7","10020.5000"
"2014-01-02 07:00:00","21","6","FR-R72Y-44","7","4163.8100"
"2014-01-02 07:00:00","21","6","FR-M94B-42","2","2699.2000"
"2014-01-02 08:00:00","16","3","BK-R64Y-42","3","3361.4700"
"2014-01-02 08:00:00","16","3","FR-M21S-42","9","2376.4500"
"2014-01-02 08:00:00","16","3","BK-M18S-42","6","3389.9400"
"2014-01-02 08:00:00","19","6","HB-M918","7","841.8900"
"2014-01-02 08:00:00","19","6","PD-M282","4","161.9600"
"2014-01-02 08:00:00","19","6","BK-M18B-44","1","539.9900"
"2014-01-02 08:00:00","19","6","BK-T79U-50","5","11920.3500"
"2014-01-02 08:00:00","1","2","HL-U509-R","2","69.9800"
"2014-01-02 08:00:00","1","2","RA-H123","8","960.0000"
"2014-01-02 08:00:00","1","2","RA-H123","8","960.0000"
"2014-01-02 08:00:00","64","1","BK-T44U-46","1","1214.8500"
"2014-01-02 08:00:00","64","1","BK-R89B-48","8","19546.8000"
"2014-01-02 08:00:00","19","3","HB-M763","3","185.7600"
"2014-01-02 08:00:00","19","3","FR-R38B-58","7","2360.5400"
"2014-01-02 08:00:00","19","3","FR-T98Y-54","4","4015.6400"
"2014-01-02 08:00:00","19","3","FR-T98Y-54","4","4015.6400"
"2014-01-02 08:00:00","40","2","FR-M63S-42","3","1092.2697"
"2014-01-02 08:00:00","40","2","PK-7098","6","13.7400"
"2014-01-02 08:00:00","40","2","BK-T44U-60","3","3644.5500"
"2014-01-02 08:00:00","40","2","BK-T44U-60","3","3644.5500"
"2014-01-02 08:00:00","37","7","RD-2308","8","971.6800"
"2014-01-02 08:00:00","37","7","VE-C304-S","3","190.5000"
"2014-01-02 08:00:00","37","7","HB-T928","9","824.1291"
"2014-01-02 08:00:00","64","5","BK-T44U-50","6","7289.1000"
"2014-01-02 08:00:00","64","5","BK-R89B-52","3","7330.0500"
"2014-01-02 08:00:00","64","5","SE-M798","1","39.1400"
"2014-01-02 08:00:00","64","5","HY-1023-70","4","219.9600"
"2014-01-02 08:00:00","14","7","SE-M798","5","195.7000"
"2014-01-02 08:00:00","14","7","SE-M798","5","195.7000"
"2014-01-02 08:00:00","77","7","BB-7421","7","377.9300"
"2014-01-02 08:00:00","77","7","PK-7098","5","11.4500"
"2014-01-02 08:00:00","77","7","BK-R89B-52","8","19546.8000"
"2014-01-02 09:00:00","1","6","HL-U509","6","209.9400"
"2014-01-02 09:00:00","1","6","HL-U509","6","209.9400"
"2014-01-02 09:00:00","1","6","BK-R79Y-44","1","1700.9900"
"2014-01-02 09:00:00","1","6","BK-R64Y-42","7","7843.4300"
"2014-01-02 09:00:00","51","4","FD-2342","4","365.9600"
"2014-01-02 09:00:00","51","4","FR-T67Y-50","8","2667.3600"
"2014-01-02 09:00:00","51","4","BK-R79Y-44","5","8504.9500"
"2014-01-02 09:00:00","51","4","BK-R79Y-44","5","8504.9500"
"2014-01-02 09:00:00","2","2","HL-U509-B","2","69.9800"
"2014-01-02 09:00:00","2","2","HL-U509-B","2","69.9800"
"2014-01-02 09:00:00","2","2","HY-1023-70","8","439.9200"
"2014-01-02 09:00:00","2","2","BK-R64Y-44","3","3361.4700"
"2014-01-02 10:00:00","32","7","FR-T67Y-62","8","2667.3600"
"2014-01-02 10:00:00","32","7","BK-T18Y-58","5","3711.7500"
"2014-01-02 10:00:00","32","7","BK-T18Y-58","5","3711.7500"
"2014-01-02 10:00:00","62","4","BK-M68B-46","2","4589.9798"
"2014-01-02 10:00:00","62","4","BK-M68B-46","2","4589.9798"
"2014-01-02 10:00:00","62","4","BK-R19B-44","6","3239.9400"
"2014-01-02 10:00:00","2","5","HL-U509-B","6","209.9400"
"2014-01-02 10:00:00","2","5","BK-R79Y-48","1","1700.9900"
"2014-01-02 10:00:00","2","5","BK-R79Y-48","1","1700.9900"
"2014-01-02 10:00:00","11","3","BK-M68S-46","4","9279.9596"
"2014-01-02 10:00:00","11","3","BK-M18B-52","7","3779.9300"
"2014-01-02 10:00:00","11","3","SH-W890-L","5","349.9500"
"2014-01-02 10:00:00","11","3","SH-W890-L","5","349.9500"
"2014-01-02 10:00:00","48","8","PD-M340","9","558.8100"
"2014-01-02 10:00:00","48","8","BK-M18B-48","6","3239.9400"
"2014-01-02 10:00:00","48","8","SH-W890-M","3","209.9700"
"2014-01-02 10:00:00","17","6","BK-R64Y-48","7","7843.4300"
"2014-01-02 10:00:00","17","6","FR-R92R-62","2","2863.0000"
"2014-01-02 10:00:00","59","1","BK-T18Y-44","1","742.3500"
"2014-01-02 10:00:00","59","1","BK-T18Y-44","1","742.3500"
"2014-01-02 10:00:00","59","1","BK-M68S-38","7","16239.9293"
"2014-01-02 11:00:00","45","8","FR-M21S-52","9","2376.4500"
"2014-01-02 11:00:00","45","8","BK-M18S-48","6","3389.9400"
"2014-01-02 11:00:00","9","3","FR-M94S-38","3","4093.5000"
"2014-01-02 11:00:00","9","3","FR-M94S-38","3","4093.5000"
"2014-01-02 11:00:00","9","3","FR-T67U-50","1","333.4200"
"2014-01-02 11:00:00","75","2","BK-M18B-48","2","1079.9800"
"2014-01-02 11:00:00","75","2","SH-W890-M","8","559.9200"
"2014-01-02 11:00:00","75","2","SH-W890-M","8","559.9200"
"2014-01-02 11:00:00","51","7","FR-M21S-40","7","1848.3500"
"2014-01-02 11:00:00","51","7","FR-T67Y-44","2","666.8400"
"2014-01-02 11:00:00","69","7","BK-T18U-50","8","5938.8000"
"2014-01-02 11:00:00","69","7","HB-M918","5","601.3500"
"2014-01-02 11:00:00","69","7","FR-M21B-48","2","499.5800"
"2014-01-02 11:00:00","69","7","FR-M21B-48","2","499.5800"
"2014-01-02 11:00:00","73","2","BK-M18S-44","2","1129.9800"
"2014-01-02 11:00:00","73","2","GL-H102-M","8","195.9192"
"2014-01-02 11:00:00","73","2","GL-H102-M","8","195.9192"
"2014-01-02 11:00:00","73","2","BK-M68S-42","3","6959.9697"
"2014-01-02 11:00:00","66","7","BK-R79Y-42","8","13607.9200"
"2014-01-02 11:00:00","66","7","BK-R79Y-42","8","13607.9200"
"2014-01-02 11:00:00","66","7","BK-R64Y-42","5","5602.4500"
"2014-01-02 11:00:00","66","7","LJ-0192-L","9","449.9100"
"2014-01-02 12:00:00","70","2","BK-M38S-40","3","2308.4700"
"2014-01-02 12:00:00","70","2","BK-T79Y-60","6","14304.4200"
"2014-01-02 12:00:00","70","2","FR-M94S-46","4","5458.0000"
"2014-01-02 12:00:00","57","1","BK-T18U-54","1","742.3500"
"2014-01-02 12:00:00","57","1","BK-T18U-54","1","742.3500"
"2014-01-02 12:00:00","57","1","FR-M21S-44","5","1320.2500"
"2014-01-02 12:00:00","13","6","BK-R89B-44","7","17103.4500"
"2014-01-02 12:00:00","13","6","BK-R89B-44","7","17103.4500"
"2014-01-02 12:00:00","27","3","SO-R809-M","3","26.9700"
"2014-01-02 12:00:00","27","3","BK-T79Y-46","9","21456.6300"
"2014-01-02 12:00:00","54","2","CS-9183","2","809.9800"
"2014-01-02 12:00:00","54","2","RB-9231","6","639.0000"
"2014-01-02 12:00:00","69","3","BK-M38S-38","3","2308.4700"
"2014-01-02 12:00:00","69","3","BK-T79Y-54","6","14304.4200"
"2014-01-02 12:00:00","69","3","BK-T79Y-54","6","14304.4200"
"2014-01-02 12:00:00","6","3","FR-R38B-52","4","1348.8800"
"2014-01-02 12:00:00","6","3","FR-T98U-46","1","1003.9100"
"2014-01-02 12:00:00","6","3","FR-R92B-44","5","7157.5000"
"2014-01-02 12:00:00","6","3","FR-R92B-44","5","7157.5000"
"2014-01-02 12:00:00","1","1","HL-U509-R","1","34.9900"
"2014-01-02 12:00:00","1","1","BK-R79Y-42","4","6803.9600"
"2014-01-02 12:00:00","1","1","BK-R64Y-40","1","1120.4900"
"2014-01-02 12:00:00","16","1","BK-R64Y-40","1","1120.4900"
"2014-01-02 12:00:00","16","1","FR-M21S-42","8","2112.4000"
"2014-01-02 12:00:00","31","2","SJ-0194-X","2","107.9800"
"2014-01-02 12:00:00","31","2","BK-T18Y-44","8","5938.8000"
"2014-01-02 12:00:00","31","2","FR-M94S-38","6","8187.0000"
"2014-01-02 12:00:00","43","3","SE-M940","4","210.5600"
"2014-01-02 12:00:00","43","3","SE-M940","4","210.5600"
"2014-01-02 12:00:00","43","3","BK-M38S-46","1","769.4900"
"2014-01-02 13:00:00","31","6","SJ-0194-X","6","323.9400"
"2014-01-02 13:00:00","31","6","HB-M763","1","61.9200"
"2014-01-02 13:00:00","31","6","HB-M763","1","61.9200"
"2014-01-02 13:00:00","31","6","FR-M21B-48","7","1748.5300"
"2014-01-02 13:00:00","55","5","BK-T79Y-46","5","11920.3500"
"2014-01-02 13:00:00","55","5","FR-R92R-44","2","2863.0000"
"2014-01-02 13:00:00","55","5","FR-R92R-44","2","2863.0000"
"2014-01-02 13:00:00","55","5","BK-M38S-42","6","4616.9400"
"2014-01-02 13:00:00","73","6","BK-M18S-48","6","3389.9400"
"2014-01-02 13:00:00","73","6","BK-T18Y-54","1","742.3500"
"2014-01-02 13:00:00","73","6","BK-M68S-42","7","16239.9293"
"2014-01-02 13:00:00","38","8","FR-T67U-54","9","3000.7800"
"2014-01-02 13:00:00","38","8","BK-R79Y-42","7","11906.9300"
"2014-01-02 13:00:00","38","8","CS-4759","1","175.4900"
"2014-01-02 13:00:00","38","8","CS-4759","1","175.4900"
"2014-01-02 13:00:00","34","5","FR-T98Y-54","6","6023.4600"
"2014-01-02 13:00:00","34","5","BK-T79U-50","3","7152.2100"
"2014-01-02 13:00:00","34","5","PD-R563","7","434.6300"
"2014-01-02 13:00:00","34","5","PD-R563","7","434.6300"
"2014-01-03 05:00:00","32","6","FR-T67Y-62","6","2000.5200"
"2014-01-03 05:00:00","32","6","HB-R956","1","120.2700"
"2014-01-03 05:00:00","32","6","PD-M282","7","283.4300"
"2014-01-03 05:00:00","63","7","BK-T79U-54","8","19072.5600"
"2014-01-03 05:00:00","63","7","BK-R89R-58","5","12216.7500"
"2014-01-03 05:00:00","63","7","BK-R19B-44","9","4859.9100"
"2014-01-03 05:00:00","78","8","SO-R809-L","6","53.9400"
"2014-01-03 05:00:00","78","8","SO-R809-L","6","53.9400"
"2014-01-03 05:00:00","78","8","BK-T79Y-50","3","7152.2100"
"2014-01-03 05:00:00","54","1","CS-9183","1","404.9900"
"2014-01-03 05:00:00","54","1","LJ-0192-X","7","349.9300"
"2014-01-03 05:00:00","54","1","BK-M38S-38","2","1538.9800"
"2014-01-03 05:00:00","54","1","HB-M918","8","962.1600"
"2014-01-03 05:00:00","23","7","GL-H102-L","8","195.9192"
"2014-01-03 05:00:00","23","7","GL-H102-L","8","195.9192"
"2014-01-03 05:00:00","9","6","BK-M68S-38","6","13919.9394"
"2014-01-03 05:00:00","9","6","BK-M68S-38","6","13919.9394"
